Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
29,65,20,Black,Cotton,44,52,20,20-20
21,53,44,Red,Sugarcane,66,78,47,14-35-14
36,47,56,Red,Maize,26,14,18,10-26-26
22,38,65,Sandy,Pulses,100,3,95,10-26-26
30,75,67,Sandy,Pulses,48,6,40,10-26-26
33,59,69,Sandy,Rice,73,9,12,DAP
20,47,20,Loamy,Groundnut,96,55,59,20-20
21,50,34,Black,Wheat,42,73,18,20-20
23,74,33,Clay,Maize,5,53,64,Urea
28,43,21,Loamy,Sugarcane,26,54,59,20-20
40,42,41,Sandy,Sugarcane,69,1,96,10-26-26
30,43,46,Black,Maize,1,88,14,Urea
39,60,67,Black,Pulses,89,56,81,17-17-17
40,80,19,Black,Cotton,88,60,87,14-35-14
34,40,63,Loamy,Maize,36,60,55,14-35-14
29,58,10,Clay,Rice,99,15,6,28-28
29,71,67,Clay,Rice,28,42,70,17-17-17
32,61,57,Clay,Sugarcane,15,19,0,DAP
38,49,63,Loamy,Groundnut,6,73,80,DAP
37,68,33,Black,Wheat,14,93,47,Urea
21,39,69,Sandy,Wheat,100,64,82,14-35-14
26,54,68,Clay,Rice,89,80,54,14-35-14
38,40,36,Clay,Groundnut,64,42,33,14-35-14
26,68,56,Sandy,Maize,80,79,55,20-20
24,74,54,Red,Rice,26,71,48,17-17-17
27,46,46,Sandy,Maize,83,98,57,17-17-17
35,38,20,Black,Wheat,37,7,6,DAP
40,72,32,Loamy,Maize,31,79,48,14-35-14
32,60,66,Black,Maize,38,33,63,20-20
20,51,27,Black,Pulses,65,81,59,20-20
39,61,17,Red,Wheat,16,43,52,Urea
38,62,17,Clay,Pulses,40,83,73,20-20
32,73,69,Loamy,Groundnut,25,97,54,17-17-17
31,55,65,Sandy,Maize,48,46,11,20-20
38,39,36,Clay,Rice,44,77,67,14-35-14
32,30,58,Black,Pulses,41,2,55,10-26-26
35,34,67,Black,Wheat,99,76,45,14-35-14
23,38,44,Black,Wheat,30,78,8,28-28
21,69,23,Sandy,Rice,27,78,70,17-17-17
29,45,10,Clay,Groundnut,52,24,15,20-20
23,69,37,Loamy,Cotton,95,91,97,17-17-17
29,72,54,Black,Sugarcane,93,51,97,20-20
21,59,43,Clay,Maize,89,98,15,20-20
37,41,10,Sandy,Maize,51,1,48,10-26-26
31,46,49,Loamy,Sugarcane,36,23,54,14-35-14
37,75,69,Red,Wheat,78,20,94,20-20
40,61,39,Sandy,Maize,65,3,14,10-26-26
31,70,15,Sandy,Cotton,24,74,7,28-28
38,41,53,Clay,Cotton,47,80,56,20-20
27,54,26,Loamy,Cotton,40,32,36,20-20
23,49,68,Black,Sugarcane,90,73,32,17-17-17
21,33,12,Sandy,Rice,60,18,86,20-20
34,35,69,Clay,Pulses,88,70,1,28-28
24,49,12,Loamy,Maize,66,74,80,20-20
27,45,62,Loamy,Pulses,43,97,32,20-20
37,79,70,Black,Groundnut,53,10,84,10-26-26
36,76,13,Clay,Pulses,94,8,90,10-26-26
27,49,59,Sandy,Cotton,89,100,4,28-28
27,44,44,Sandy,Rice,48,22,45,17-17-17
31,78,51,Black,Groundnut,95,88,99,14-35-14
33,54,17,Black,Sugarcane,48,64,14,20-20
35,40,65,Clay,Wheat,43,99,51,20-20
26,47,31,Black,Sugarcane,16,60,52,DAP
34,60,18,Clay,Maize,78,12,99,10-26-26
25,73,45,Black,Rice,98,73,21,14-35-14
35,31,47,Red,Pulses,84,6,50,10-26-26
35,32,51,Clay,Sugarcane,89,41,22,17-17-17
39,32,16,Red,Maize,35,25,97,17-17-17
28,36,34,Sandy,Cotton,52,11,81,10-26-26
35,68,13,Black,Pulses,22,53,85,14-35-14
21,45,57,Black,Groundnut,95,87,21,17-17-17
33,68,58,Red,Sugarcane,18,72,5,DAP
29,68,17,Red,Groundnut,13,3,27,DAP
24,58,25,Black,Groundnut,72,15,25,17-17-17
39,46,50,Clay,Groundnut,73,5,34,10-26-26
24,79,66,Red,Wheat,85,86,31,17-17-17
30,49,22,Loamy,Maize,19,28,61,Urea
39,73,58,Sandy,Maize,7,42,84,Urea
24,39,59,Loamy,Maize,37,78,52,17-17-17
31,50,38,Black,Wheat,90,17,99,14-35-14
27,80,23,Red,Pulses,22,14,27,10-26-26
29,41,11,Loamy,Groundnut,55,20,5,28-28
24,57,15,Loamy,Pulses,59,2,66,10-26-26
21,44,32,Red,Pulses,25,65,20,17-17-17
33,30,21,Sandy,Cotton,74,13,9,10-26-26
30,39,66,Sandy,Cotton,6,20,27,DAP
32,61,27,Loamy,Pulses,44,29,8,28-28
35,36,16,Red,Maize,3,69,16,Urea
34,42,21,Loamy,Rice,88,96,61,17-17-17
27,55,41,Sandy,Rice,67,30,88,14-35-14
34,38,23,Sandy,Rice,100,99,15,14-35-14
22,57,25,Clay,Cotton,54,42,45,14-35-14
29,38,68,Loamy,Sugarcane,27,80,55,14-35-14
28,63,63,Red,Sugarcane,100,5,67,10-26-26
23,75,28,Clay,Maize,74,36,19,14-35-14
24,75,38,Black,Sugarcane,100,53,53,20-20
39,62,37,Clay,Wheat,84,56,9,28-28
37,45,23,Sandy,Rice,26,6,23,DAP
39,65,48,Red,Groundnut,34,91,65,14-35-14
28,61,56,Black,Groundnut,91,94,82,20-20
37,40,63,Black,Maize,17,44,44,Urea
31,41,35,Sandy,Pulses,39,17,65,20-20
35,70,26,Red,Sugarcane,10,53,43,DAP
31,61,59,Clay,Sugarcane,79,29,50,17-17-17
39,37,39,Clay,Sugarcane,81,97,50,14-35-14
26,72,36,Black,Maize,14,21,26,Urea
26,41,41,Black,Groundnut,1,60,12,DAP
30,46,64,Red,Rice,78,41,94,17-17-17
25,56,64,Clay,Cotton,96,85,33,20-20
37,80,34,Clay,Groundnut,62,28,59,17-17-17
21,47,19,Loamy,Sugarcane,58,32,70,17-17-17
32,75,13,Red,Pulses,14,52,30,DAP
31,32,44,Red,Cotton,64,73,28,14-35-14
21,64,26,Black,Maize,85,9,25,10-26-26
27,65,48,Clay,Groundnut,61,53,16,14-35-14
35,32,32,Red,Maize,91,49,26,20-20
21,47,57,Sandy,Pulses,41,82,80,20-20
36,65,17,Clay,Rice,37,38,11,17-17-17
36,68,69,Sandy,Groundnut,35,7,9,10-26-26
25,55,48,Sandy,Wheat,56,77,32,20-20
25,30,40,Clay,Sugarcane,35,74,63,17-17-17
29,52,54,Red,Groundnut,37,55,57,17-17-17
36,43,22,Sandy,Maize,5,67,40,Urea
28,44,39,Red,Sugarcane,74,47,94,20-20
40,68,61,Sandy,Sugarcane,46,70,75,20-20
25,39,25,Sandy,Groundnut,52,71,96,14-35-14
38,36,45,Sandy,Maize,76,49,74,20-20
35,80,20,Black,Wheat,7,11,80,Urea
25,51,23,Black,Maize,66,29,55,20-20
24,70,60,Red,Pulses,17,54,63,DAP
22,75,60,Clay,Sugarcane,15,82,97,DAP
40,70,11,Red,Maize,50,9,81,10-26-26
27,79,40,Red,Groundnut,57,23,35,17-17-17
38,35,41,Clay,Rice,5,46,59,Urea
29,30,10,Loamy,Cotton,10,2,78,DAP
20,36,53,Loamy,Pulses,23,32,73,20-20
40,57,59,Clay,Rice,42,55,26,20-20
39,53,31,Clay,Cotton,61,68,32,14-35-14
23,68,59,Sandy,Groundnut,63,74,1,28-28
23,36,51,Clay,Pulses,86,11,92,10-26-26
24,71,30,Loamy,Rice,49,72,8,28-28
29,63,53,Black,Groundnut,53,96,38,17-17-17
32,38,53,Sandy,Groundnut,58,43,32,20-20
40,32,66,Red,Pulses,19,74,8,DAP
25,39,53,Sandy,Groundnut,9,65,8,DAP
29,39,58,Clay,Groundnut,51,19,4,28-28
24,73,28,Black,Wheat,34,58,94,17-17-17
24,61,20,Loamy,Rice,66,38,2,28-28
28,68,10,Red,Maize,20,17,1,28-28
38,56,61,Clay,Maize,60,10,57,10-26-26
28,64,70,Clay,Cotton,47,80,56,14-35-14
34,62,21,Loamy,Wheat,70,35,23,17-17-17
37,41,36,Clay,Groundnut,73,95,5,28-28
28,38,34,Sandy,Rice,67,30,18,17-17-17
39,65,25,Loamy,Pulses,19,100,98,DAP
24,78,46,Black,Cotton,68,78,73,17-17-17
27,59,64,Clay,Rice,6,35,91,Urea
36,44,35,Loamy,Pulses,90,99,91,20-20
29,44,59,Loamy,Pulses,31,27,99,17-17-17
33,38,32,Sandy,Sugarcane,87,11,46,10-26-26
37,53,47,Sandy,Maize,96,76,2,28-28
24,47,10,Sandy,Sugarcane,24,71,14,14-35-14
26,58,13,Sandy,Wheat,9,47,40,Urea
40,59,63,Red,Pulses,28,6,39,10-26-26
29,79,49,Sandy,Rice,77,100,67,20-20
21,76,51,Clay,Rice,94,1,41,DAP
25,79,48,Sandy,Groundnut,69,90,71,17-17-17
23,76,15,Red,Maize,70,40,41,17-17-17
27,34,45,Black,Sugarcane,99,67,87,14-35-14
24,76,14,Clay,Rice,81,78,17,20-20
30,73,29,Red,Pulses,21,17,61,17-17-17
28,75,29,Loamy,Rice,37,3,87,DAP
39,41,54,Black,Pulses,71,80,93,20-20
40,67,70,Loamy,Cotton,96,34,90,14-35-14
25,50,57,Red,Rice,19,40,81,Urea
22,49,45,Red,Maize,55,44,49,17-17-17
20,30,62,Clay,Pulses,96,84,69,20-20
38,77,61,Sandy,Pulses,28,97,17,20-20
38,37,37,Red,Sugarcane,12,60,100,DAP
40,54,69,Red,Maize,99,24,1,28-28
24,69,11,Sandy,Sugarcane,49,10,71,10-26-26
28,65,29,Clay,Groundnut,89,4,13,10-26-26
35,39,24,Red,Maize,32,39,3,28-28
22,39,38,Black,Wheat,35,95,64,20-20
35,72,46,Loamy,Maize,82,52,92,20-20
20,75,68,Clay,Wheat,62,91,14,20-20
20,66,19,Clay,Pulses,59,5,89,10-26-26
33,48,61,Loamy,Pulses,71,68,83,14-35-14
39,67,63,Sandy,Pulses,62,35,68,20-20
27,68,49,Clay,Rice,26,45,19,20-20
25,37,66,Loamy,Maize,43,59,63,20-20
35,68,13,Loamy,Cotton,30,60,68,17-17-17
27,60,41,Clay,Pulses,1,45,23,DAP
39,45,49,Black,Pulses,89,26,76,14-35-14
34,49,20,Black,Groundnut,37,17,48,17-17-17
37,40,66,Red,Groundnut,11,59,45,DAP
32,79,31,Red,Groundnut,23,50,92,20-20
37,34,38,Sandy,Rice,36,90,59,14-35-14
24,68,19,Sandy,Maize,45,89,20,20-20
26,70,18,Clay,Groundnut,95,53,38,20-20
33,68,69,Sandy,Rice,94,27,46,17-17-17
29,46,32,Loamy,Cotton,91,67,17,14-35-14
28,31,22,Sandy,Rice,39,80,83,14-35-14
31,73,15,Red,Maize,1,20,54,Urea
26,49,56,Black,Sugarcane,32,39,14,17-17-17
22,76,12,Black,Groundnut,98,58,8,28-28
28,31,32,Red,Sugarcane,52,97,32,17-17-17
23,35,50,Black,Pulses,12,73,83,DAP
35,37,11,Black,Pulses,85,35,55,20-20
33,79,69,Red,Rice,100,60,55,14-35-14
22,45,40,Red,Wheat,7,66,35,Urea
24,46,44,Black,Cotton,77,84,47,17-17-17
35,34,44,Loamy,Cotton,70,86,97,17-17-17
31,47,50,Clay,Maize,19,90,15,Urea
38,42,38,Red,Cotton,45,99,24,20-20
38,33,54,Sandy,Wheat,89,84,20,17-17-17
38,35,43,Red,Wheat,98,58,97,14-35-14
24,68,55,Red,Rice,1,98,75,Urea
34,45,10,Black,Wheat,25,42,38,14-35-14
25,40,31,Sandy,Sugarcane,88,97,44,17-17-17
26,59,53,Clay,Sugarcane,74,56,29,20-20
39,42,53,Clay,Cotton,57,76,61,14-35-14
28,53,56,Loamy,Cotton,72,39,85,14-35-14
28,68,51,Black,Pulses,19,85,74,DAP
26,46,55,Clay,Maize,45,30,91,14-35-14
29,79,12,Sandy,Cotton,11,22,29,DAP
30,58,39,Sandy,Groundnut,44,94,100,14-35-14
24,65,41,Loamy,Wheat,48,90,47,20-20
26,66,56,Loamy,Pulses,56,54,67,20-20
23,42,10,Clay,Maize,80,10,47,10-26-26
38,33,39,Loamy,Pulses,57,60,51,14-35-14
29,46,62,Red,Sugarcane,68,32,82,20-20
36,64,12,Sandy,Groundnut,0,47,13,DAP
26,51,12,Black,Pulses,37,60,13,17-17-17
26,59,23,Loamy,Wheat,50,26,5,28-28
36,36,60,Sandy,Wheat,22,74,59,17-17-17
28,67,38,Loamy,Groundnut,44,57,57,20-20
40,68,62,Sandy,Sugarcane,41,71,33,14-35-14
38,41,48,Clay,Groundnut,7,42,28,DAP
32,51,60,Loamy,Rice,12,63,21,Urea
30,41,13,Clay,Rice,60,57,37,14-35-14
30,70,25,Loamy,Maize,72,79,19,14-35-14
39,41,68,Loamy,Rice,40,60,27,20-20
39,67,15,Loamy,Wheat,98,100,40,20-20
23,65,43,Loamy,Rice,67,57,92,20-20
24,74,37,Sandy,Cotton,5,77,37,DAP
40,59,50,Loamy,Wheat,95,14,100,DAP
34,69,46,Clay,Rice,46,15,7,28-28
36,68,45,Clay,Sugarcane,46,46,50,17-17-17
32,44,58,Red,Cotton,25,97,76,20-20
22,46,46,Loamy,Cotton,73,12,48,10-26-26
39,80,12,Red,Sugarcane,44,45,8,28-28
28,45,50,Sandy,Groundnut,72,82,42,14-35-14
23,76,46,Loamy,Groundnut,66,35,89,14-35-14
36,33,14,Red,Pulses,72,66,83,17-17-17
30,51,28,Clay,Groundnut,42,11,37,10-26-26
21,46,45,Clay,Rice,90,99,84,14-35-14
23,43,60,Black,Cotton,31,43,70,14-35-14
38,53,57,Loamy,Groundnut,78,39,27,20-20
21,43,47,Loamy,Rice,74,0,12,DAP
40,68,59,Clay,Wheat,62,29,74,20-20
35,55,40,Red,Rice,87,13,92,DAP
26,67,32,Sandy,Maize,57,60,9,28-28
33,76,44,Red,Groundnut,72,48,15,17-17-17
29,31,46,Loamy,Rice,48,67,32,14-35-14
23,31,19,Red,Cotton,82,9,62,10-26-26
26,70,28,Loamy,Cotton,67,61,88,20-20
35,57,49,Sandy,Maize,51,21,82,14-35-14
34,50,50,Black,Maize,32,82,94,14-35-14
39,80,60,Sandy,Sugarcane,96,71,93,17-17-17
27,67,48,Red,Rice,84,84,39,20-20
29,35,36,Black,Sugarcane,9,91,82,DAP
30,77,63,Clay,Groundnut,98,70,26,14-35-14
39,65,10,Clay,Wheat,94,74,55,14-35-14
37,41,61,Loamy,Rice,57,86,81,14-35-14
33,66,16,Clay,Cotton,79,68,97,17-17-17
29,52,15,Sandy,Sugarcane,100,16,62,20-20
28,75,18,Clay,Sugarcane,75,89,50,17-17-17
20,66,10,Loamy,Rice,43,16,60,20-20
24,54,26,Red,Rice,54,77,12,17-17-17
25,30,44,Clay,Maize,20,47,95,14-35-14
29,58,60,Red,Cotton,32,83,98,20-20
31,47,40,Sandy,Wheat,34,19,71,14-35-14
33,69,16,Clay,Sugarcane,66,57,96,17-17-17
23,73,13,Loamy,Wheat,15,72,81,Urea
21,65,20,Loamy,Maize,79,93,46,17-17-17
38,30,29,Black,Sugarcane,35,4,79,10-26-26
31,52,12,Red,Groundnut,76,90,77,17-17-17
30,45,38,Clay,Pulses,16,80,94,DAP
27,46,38,Clay,Groundnut,79,43,81,17-17-17
28,51,60,Red,Sugarcane,40,31,64,14-35-14
27,70,40,Loamy,Pulses,93,10,46,10-26-26
38,79,67,Loamy,Wheat,93,41,56,20-20
25,54,22,Black,Maize,47,45,34,17-17-17
38,77,66,Loamy,Rice,53,1,77,DAP
21,43,68,Black,Maize,91,27,95,17-17-17
38,74,49,Loamy,Wheat,97,86,40,14-35-14
38,59,36,Black,Groundnut,48,25,26,17-17-17
21,57,57,Clay,Pulses,7,39,29,DAP
32,31,57,Loamy,Cotton,66,30,92,14-35-14
21,72,35,Loamy,Wheat,83,35,62,17-17-17
28,44,16,Red,Maize,73,92,22,17-17-17
37,70,34,Sandy,Sugarcane,65,88,0,28-28
40,33,70,Red,Pulses,3,77,61,DAP
24,71,56,Black,Maize,47,25,72,20-20
33,74,31,Clay,Groundnut,15,14,98,DAP
31,31,47,Sandy,Wheat,51,7,70,DAP
31,53,67,Clay,Sugarcane,78,43,86,17-17-17
31,79,50,Red,Groundnut,36,78,41,20-20
21,34,46,Black,Cotton,84,52,84,14-35-14
22,34,52,Red,Groundnut,26,16,60,17-17-17
32,49,17,Black,Pulses,15,88,81,DAP
33,39,13,Clay,Groundnut,54,8,33,10-26-26
27,60,69,Black,Cotton,54,69,29,17-17-17
23,57,58,Clay,Pulses,51,47,26,14-35-14
24,61,60,Sandy,Maize,7,85,83,Urea
35,51,27,Red,Sugarcane,90,14,16,10-26-26
28,53,54,Clay,Sugarcane,18,95,49,DAP
36,42,11,Red,Cotton,44,58,68,17-17-17
29,48,51,Clay,Sugarcane,95,82,98,17-17-17
30,62,68,Clay,Sugarcane,3,16,84,DAP
22,41,70,Clay,Pulses,35,57,24,17-17-17
20,37,30,Loamy,Sugarcane,47,80,31,14-35-14
38,66,16,Loamy,Cotton,37,1,97,10-26-26
33,31,14,Clay,Maize,9,72,17,Urea
31,54,56,Red,Rice,97,12,12,DAP
31,30,68,Clay,Sugarcane,38,17,62,17-17-17
29,51,48,Loamy,Pulses,7,84,31,DAP
24,35,46,Black,Maize,67,11,65,10-26-26
40,43,57,Black,Maize,100,32,85,17-17-17
31,39,26,Clay,Rice,95,26,9,28-28
28,52,64,Sandy,Rice,51,60,65,20-20
26,79,12,Black,Wheat,92,36,63,14-35-14
31,66,30,Clay,Sugarcane,98,46,71,17-17-17
38,66,57,Sandy,Cotton,100,78,62,17-17-17
32,69,12,Black,Groundnut,49,42,18,17-17-17
37,50,49,Clay,Groundnut,91,46,58,17-17-17
38,62,30,Sandy,Cotton,8,44,91,DAP
23,47,10,Red,Maize,16,58,96,Urea
39,79,64,Sandy,Sugarcane,73,9,61,10-26-26
35,50,59,Clay,Cotton,28,47,38,20-20
37,46,70,Red,Maize,84,89,27,14-35-14
25,67,10,Clay,Sugarcane,90,9,72,10-26-26
22,45,47,Loamy,Maize,60,23,96,20-20
24,62,26,Clay,Wheat,10,0,9,Urea
32,66,54,Red,Pulses,89,1,11,10-26-26
38,73,59,Red,Pulses,23,64,79,14-35-14
25,59,42,Loamy,Maize,58,27,86,20-20
40,37,39,Red,Pulses,12,70,55,DAP
40,44,47,Clay,Pulses,14,11,67,DAP
30,30,62,Loamy,Maize,39,61,41,20-20
27,71,48,Sandy,Pulses,79,86,48,14-35-14
28,57,38,Clay,Cotton,97,74,17,17-17-17
37,65,43,Loamy,Maize,86,72,23,20-20
36,31,51,Loamy,Wheat,26,49,79,20-20
21,46,67,Sandy,Pulses,21,19,44,17-17-17
27,76,34,Sandy,Groundnut,77,42,76,20-20
30,76,31,Clay,Sugarcane,26,72,61,14-35-14
34,42,33,Black,Cotton,84,65,67,20-20
33,53,67,Sandy,Cotton,66,41,41,14-35-14
21,62,42,Sandy,Wheat,30,10,24,DAP
24,77,28,Red,Pulses,49,17,79,17-17-17
25,41,65,Clay,Sugarcane,94,88,69,17-17-17
24,69,13,Sandy,Groundnut,72,45,2,28-28
21,73,13,Red,Sugarcane,94,98,32,14-35-14
31,52,70,Clay,Pulses,28,31,34,14-35-14
39,32,11,Sandy,Maize,92,56,39,20-20
21,41,68,Black,Sugarcane,12,57,92,DAP
22,52,62,Loamy,Rice,22,73,95,20-20
40,44,13,Sandy,Groundnut,88,44,70,14-35-14
25,33,31,Loamy,Sugarcane,2,97,50,DAP
36,32,56,Loamy,Sugarcane,91,78,36,14-35-14
25,43,65,Black,Sugarcane,12,81,24,DAP
20,41,45,Loamy,Groundnut,40,45,33,17-17-17
25,61,19,Black,Wheat,38,43,24,17-17-17
33,43,22,Red,Wheat,35,66,51,17-17-17
21,76,37,Sandy,Maize,71,82,80,14-35-14
23,42,51,Red,Rice,40,51,34,20-20
23,37,64,Black,Rice,44,60,60,14-35-14
24,35,68,Sandy,Rice,45,1,97,DAP
36,54,28,Red,Cotton,12,17,35,DAP
40,37,49,Loamy,Groundnut,42,1,100,10-26-26
29,49,57,Sandy,Pulses,2,75,23,DAP
32,39,28,Sandy,Pulses,47,51,51,20-20
33,80,20,Red,Rice,51,31,12,20-20
22,75,59,Black,Maize,69,69,99,20-20
22,30,29,Loamy,Wheat,21,61,51,17-17-17
33,45,44,Sandy,Maize,52,29,82,14-35-14
34,53,32,Loamy,Rice,63,63,26,14-35-14
23,61,39,Sandy,Wheat,34,44,80,20-20
35,64,39,Black,Wheat,1,1,76,Urea
30,42,39,Clay,Groundnut,67,78,60,20-20
33,54,30,Black,Rice,6,77,66,Urea
28,59,67,Sandy,Maize,17,4,24,Urea
33,54,60,Red,Rice,49,32,45,20-20
36,75,25,Sandy,Rice,11,63,49,Urea
27,69,58,Clay,Maize,63,75,99,17-17-17
31,46,69,Sandy,Maize,69,4,21,10-26-26
25,58,28,Loamy,Wheat,99,58,66,14-35-14
36,72,44,Clay,Rice,58,58,52,14-35-14
33,56,28,Clay,Pulses,67,37,57,14-35-14
20,43,25,Sandy,Wheat,54,87,62,20-20
23,37,41,Red,Cotton,35,46,41,20-20
32,38,16,Black,Maize,38,65,71,17-17-17
32,36,44,Black,Pulses,28,78,10,20-20
33,71,24,Red,Maize,94,72,76,14-35-14
29,52,29,Black,Wheat,94,44,19,17-17-17
25,34,56,Sandy,Cotton,60,70,73,20-20
30,77,64,Loamy,Pulses,47,68,37,14-35-14
24,33,55,Loamy,Pulses,32,95,11,17-17-17
23,34,30,Black,Wheat,69,54,77,17-17-17
31,62,68,Red,Wheat,44,10,56,DAP
36,53,23,Red,Groundnut,63,85,52,17-17-17
27,60,55,Black,Maize,0,94,71,Urea
23,54,63,Sandy,Pulses,10,41,36,DAP
37,34,36,Clay,Groundnut,1,34,44,DAP
20,67,24,Sandy,Cotton,4,47,100,DAP
23,62,22,Loamy,Wheat,91,8,2,DAP
32,47,64,Loamy,Pulses,64,57,61,20-20
33,40,62,Sandy,Rice,6,58,92,Urea
35,60,56,Clay,Pulses,39,28,25,17-17-17
36,57,63,Red,Cotton,34,75,88,20-20
33,38,57,Clay,Cotton,37,84,46,20-20
40,63,46,Black,Groundnut,13,75,82,DAP
23,42,24,Sandy,Pulses,58,49,66,17-17-17
32,73,12,Sandy,Rice,71,59,62,20-20
28,69,38,Black,Rice,55,45,88,14-35-14
31,39,29,Loamy,Sugarcane,44,45,67,14-35-14
25,41,56,Black,Cotton,46,82,7,28-28
25,30,48,Black,Pulses,11,5,96,DAP
26,66,62,Clay,Pulses,14,32,25,DAP
31,76,15,Sandy,Maize,98,26,46,20-20
31,56,13,Sandy,Wheat,85,78,81,20-20
32,66,23,Black,Wheat,17,91,63,Urea
31,48,32,Clay,Cotton,66,41,65,20-20
20,75,31,Red,Groundnut,59,26,60,14-35-14
30,54,38,Black,Groundnut,20,37,26,20-20
38,47,19,Sandy,Sugarcane,37,41,24,14-35-14
21,76,32,Sandy,Pulses,10,4,78,DAP
27,62,35,Sandy,Sugarcane,62,48,55,14-35-14
31,51,18,Sandy,Pulses,1,38,72,DAP
23,53,14,Black,Rice,22,78,60,14-35-14
29,60,32,Black,Groundnut,85,75,57,17-17-17
32,41,43,Red,Sugarcane,36,57,83,14-35-14
24,54,57,Clay,Pulses,10,25,3,DAP
20,63,24,Black,Maize,33,46,19,20-20
31,75,15,Black,Pulses,35,34,9,28-28
22,77,27,Red,Rice,97,1,51,DAP
39,72,36,Clay,Rice,3,31,98,Urea
36,45,32,Sandy,Sugarcane,56,100,70,20-20
38,54,35,Black,Wheat,47,43,51,20-20
31,39,17,Sandy,Sugarcane,24,80,69,17-17-17
31,58,30,Loamy,Groundnut,14,3,19,DAP
30,77,16,Clay,Groundnut,78,72,73,20-20
39,38,50,Black,Wheat,35,4,34,DAP
24,43,44,Sandy,Rice,78,18,18,14-35-14
31,80,13,Clay,Pulses,47,14,4,10-26-26
33,75,18,Sandy,Wheat,66,17,73,20-20
34,42,39,Loamy,Groundnut,36,37,48,17-17-17
40,75,46,Red,Cotton,6,74,7,DAP
25,64,43,Loamy,Wheat,31,97,11,17-17-17
27,42,34,Black,Pulses,60,71,88,14-35-14
30,57,50,Clay,Groundnut,62,34,8,28-28
28,46,24,Black,Wheat,31,100,26,20-20
35,30,13,Red,Rice,4,68,58,Urea
29,58,34,Black,Groundnut,68,59,51,14-35-14
38,43,30,Loamy,Maize,42,63,92,20-20
31,38,46,Sandy,Maize,83,42,46,14-35-14
31,80,19,Black,Maize,67,77,74,20-20
21,52,11,Black,Pulses,94,62,63,20-20
35,78,20,Clay,Wheat,28,21,0,28-28
20,78,65,Clay,Wheat,21,45,90,20-20
37,32,46,Sandy,Wheat,20,67,11,20-20
38,61,12,Black,Wheat,39,39,4,28-28
31,51,55,Clay,Pulses,55,16,5,28-28
25,40,34,Black,Cotton,3,60,4,DAP
27,30,51,Red,Pulses,48,40,71,14-35-14
34,46,11,Black,Wheat,40,82,49,17-17-17
34,75,51,Black,Pulses,19,10,75,DAP
27,71,21,Red,Pulses,56,68,26,14-35-14
34,68,49,Red,Groundnut,8,17,100,DAP
31,65,50,Clay,Sugarcane,21,58,91,14-35-14
36,47,31,Black,Groundnut,17,12,50,DAP
40,78,43,Sandy,Groundnut,86,49,14,17-17-17
26,64,33,Sandy,Groundnut,8,38,18,DAP
20,42,22,Red,Groundnut,20,45,94,14-35-14
36,52,49,Clay,Sugarcane,62,9,49,10-26-26
28,55,51,Clay,Wheat,11,19,50,Urea
36,41,70,Sandy,Rice,75,39,47,17-17-17
20,43,33,Clay,Cotton,22,61,49,20-20
21,80,68,Clay,Pulses,92,9,10,10-26-26
27,45,32,Red,Sugarcane,3,78,57,DAP
38,56,61,Clay,Maize,45,32,11,20-20
32,45,57,Red,Wheat,69,83,100,14-35-14
27,49,51,Loamy,Groundnut,18,12,95,DAP
38,72,12,Loamy,Groundnut,15,23,59,DAP
36,30,51,Sandy,Pulses,1,81,6,DAP
38,56,38,Clay,Pulses,64,73,98,17-17-17
35,59,63,Loamy,Maize,46,9,100,10-26-26
39,40,61,Sandy,Maize,95,88,20,17-17-17
25,74,45,Red,Pulses,1,38,8,DAP
33,57,55,Black,Rice,41,74,12,17-17-17
37,38,42,Red,Cotton,86,72,14,20-20
39,71,27,Sandy,Groundnut,44,85,14,17-17-17
25,36,13,Black,Rice,53,84,31,17-17-17
21,66,55,Red,Maize,25,82,1,28-28
22,70,69,Sandy,Wheat,37,38,30,20-20
22,64,38,Loamy,Cotton,31,34,15,17-17-17
27,40,17,Loamy,Sugarcane,13,66,89,DAP
36,79,56,Red,Sugarcane,46,68,79,20-20
26,74,18,Clay,Cotton,96,4,83,10-26-26
31,41,56,Red,Sugarcane,17,88,5,DAP
26,67,51,Red,Groundnut,30,22,59,20-20
35,63,13,Red,Rice,37,83,1,28-28
35,44,26,Red,Wheat,79,93,25,14-35-14
35,49,58,Black,Pulses,47,14,97,10-26-26
33,66,39,Clay,Cotton,46,86,75,20-20
25,72,33,Sandy,Groundnut,93,10,54,10-26-26
25,78,52,Sandy,Groundnut,47,99,24,14-35-14
22,56,43,Red,Groundnut,48,69,100,17-17-17
39,53,41,Red,Pulses,27,99,72,17-17-17
31,68,22,Red,Wheat,39,31,33,17-17-17
25,77,42,Loamy,Maize,42,2,82,10-26-26
35,36,33,Loamy,Rice,85,44,70,20-20
35,37,18,Red,Cotton,68,10,91,10-26-26
37,57,49,Loamy,Cotton,24,13,1,10-26-26
32,60,54,Clay,Wheat,86,20,60,20-20
35,47,20,Black,Wheat,81,39,20,17-17-17
27,61,63,Black,Maize,91,22,49,14-35-14
22,51,67,Black,Sugarcane,95,1,38,10-26-26
33,58,46,Sandy,Groundnut,93,63,27,14-35-14
40,58,20,Black,Groundnut,49,95,1,28-28
32,57,46,Loamy,Wheat,0,66,55,Urea
